Due Date,Date Completed,Task Name,Task Type,Assignees,Plantings Assigned,Location Assigned,Method,Sub-method,Input,Description,Manufacturer,OMRI,Application Rate Amount,Application Rate Amount Unit,Application Rate Area,Total Cost,Total Cost Amount,Total Cost Unit,Comments,Name Of Pest Identified,Number Of Minutes,Lines Of Drip,360 Pipe #Lines,360 Pipe Minutes,360 Pipe Heads Per Line,180 Pipe #Lines,180 Pipe Minutes,180 Pipe Heads Per Line,Total Inches,Total Gallons,Completed,Total Labor Hours
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Celosia Texas Plume SumShr | CEL-TEXSS 04/08/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Bunny Tails | ORN-BUNTL 04/30/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Aster Valkyrie Pink | AST-VALPK 04/08/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Zinnias Lilliput Mix | ZIN-LILMX 03/31/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Zinnias Queen Lime Blush | ZIN-QUELB 05/20/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/04/2020,04/10/2020,Feed GH plants,Greenhouse Activity,Tony Gilkerson,   ,,Feed,,,DID NOT DO. I skipped this week to try to beat back the fungi,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/04/2020,04/06/2020,6x300 Ground Cover,6x300 Ground Cover,Tony Gilkerson,   ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/04/2020,04/06/2020,Find side cover for pop-up tent,Maintenance,Tony Gilkerson,   ,,Buildings,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/04/2020,04/06/2020,"Set ""Harvest Unit = Stems""",Marketing,Teresa Gilkerson,   ,,,,,Do this for all that apply.  We will address non-stem stuff later,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/04/2020,04/06/2020,"Set ""Avg Yield Rate = 1 or 2 st/plant"" for OHWs",Marketing,Teresa Gilkerson,   ,,,,,After this we can default the rate for all remaining to something conservative.  Then we will update as we harvest.,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/04/2020,04/06/2020,"Update ""Unit Conversion Rate""",Marketing,Teresa Gilkerson,   ,,,,,"Set the ""bunch per stems"" rate for each planting with harvest unit = st",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/04/2020,04/06/2020,sunflower seed 5lb,Procurement,Tony Gilkerson,   ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Celosia Pampas Plume | CEL-PAMPL 04/08/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Zinnias Giant Salmon Rose | ZIN-GIASR 04/14/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Marigold Giant Yellow | MAR-GIAYL 04/08/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 04/30/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Celosia Texas Plume SumShr | CEL-TEXSS 04/08/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Bunny Tails | ORN-BUNTL 04/30/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Aster Valkyrie Pink | AST-VALPK 04/08/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Zinnias Lilliput Mix | ZIN-LILMX 03/31/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/05/2020,04/08/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Zinnias Queen Lime Blush | ZIN-QUELB 05/20/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/08/2020,04/08/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Celosia Pampas Plume | CEL-PAMPL 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/08/2020,04/09/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Marigold Giant Yellow | MAR-GIAYL 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/08/2020,04/08/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/08/2020,04/08/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Celosia Texas Plume SumShr | CEL-TEXSS 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/08/2020,04/09/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Aster Valkyrie Pink | AST-VALPK 04/08/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/08/2020,05/26/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/11/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Aster Apricot Swirl Mix | AST-APRSM 03/14/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/11/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Stock Avalanche Supreme | STO-AVASU 03/14/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/11/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Aster Harlekin Violet | AST-HARVI 03/14/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/11/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Stock Katz Formula Mix | STO-KATMX 03/14/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2020,04/30/2020,Feed GH plants,Greenhouse Activity,Tony Gilkerson,   ,,Feed,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2020,04/14/2020,Cut trees,Maintenance,Tony Gilkerson,   ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Ammi (False Queen Anne's Lace) Chocolate Lace | AMM-CHOCL 03/09/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru | NIC-APPLP 03/22/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru | NIC-APPLP 03/22/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Ammi (False Queen Anne's Lace) Green Mist | AMM-GRENM 03/09/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/12/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Zinnias Lilliput Mix | ZIN-LILMX 03/31/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/13/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/13/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Orlaya White Finch | ORL-WHIFN 03/16/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/14/2020,,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Dahlias Giant Hybrid Mix | DAH-GIAMX 04/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,No,
04/15/2020,04/14/2020,"Set ""Avg Sale Price""",Marketing,Teresa Gilkerson,   ,,,,,Set the $ per bunch for each planting with harvest unit = st.  We will get to the non stem stuff later,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/16/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Cherry Brandy | RUD-CHEBR 02/15/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/16/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Talinum (fame flower) Jewels of Opar | TAL-JEWOO 02/17/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/16/2020,04/11/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Marigold Giant Yellow | MAR-GIAYL 04/08/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/16/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Chim Chiminee Mix | RUD-CHIMX 02/15/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/16/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Denver Daisy | RUD-DENDA 02/15/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/16/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Praire Sun | RUD-PRASN 02/15/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/16/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Sahara | RUD-SAHAR 02/15/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/17/2020,06/01/2020,Low tunnel prep,Field Activity,Teresa Gilkerson,   ,,,,,"Prepare supplies for assembly:
* watch Floret video
* cut and bend EMT
* cut and punch hole in drip tape
* cut and create loop knots etc...
* everything possible short of assembling in the field",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/17/2020,06/01/2020,Low tunnel field assembly L10,Field Activity,Teresa Gilkerson,   ,,,,,"Assemble low tunnel hoops in the field. Just the hoops, the support netting will come later.",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/17/2020,06/01/2020,Low tunnel field assembly L9,Field Activity,Teresa Gilkerson,   ,,,,,"Assemble low tunnel hoops in the field. Just the hoops, the support netting will come later.",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/18/2020,04/30/2020,Feed GH plants,Greenhouse Activity,Tony Gilkerson,   ,,Feed,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/18/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Aster Apricot Swirl Mix | AST-APRSM 03/14/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/18/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Stock Avalanche Supreme | STO-AVASU 03/14/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/18/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Aster Harlekin Violet | AST-HARVI 03/14/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/18/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Stock Katz Formula Mix | STO-KATMX 03/14/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/20/2020,Direct Sow,Direct Sow,Tony Gilkerson,Ranunculus Bridal Mix | RAN-BRIMX 04/19/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Ammi (False Queen Anne's Lace) Chocolate Lace | AMM-CHOCL 03/09/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 03/22/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru | NIC-APPLP 03/22/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru | NIC-APPLP 03/22/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 03/22/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Fata Morgana | SCA-FATAM 03/22/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Zinnias Giant Salmon Rose | ZIN-GIASR 04/14/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/20/2020,Direct Sow,Direct Sow,Tony Gilkerson,Ranunculus Purple/White | RAN-PURWH 04/19/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Ammi (False Queen Anne's Lace) Green Mist | AMM-GRENM 03/09/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Snowmaiden | SCA-SNOWM 03/22/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/20/2020,Direct Sow,Direct Sow,Tony Gilkerson,Ranunculus Violet | RAN-VIOLE 04/19/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/20/2020,Direct Sow,Direct Sow,Tony Gilkerson,Ranunculus Pink/ White | RAN-PINWI 04/19/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/20/2020,Direct Sow,Direct Sow,Tony Gilkerson,Ranunculus Romantic Mix | RAN-ROMMX 04/19/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Zinnias Lilliput Mix | ZIN-LILMX 03/31/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/20/2020,Direct Sow,Direct Sow,Tony Gilkerson,Ranunculus White | RAN-WHITE 04/19/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/19/2020,04/20/2020,Direct Sow,Direct Sow,Tony Gilkerson,Ranunculus Red | RAN-REDXX 04/19/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/20/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/20/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Orlaya White Finch | ORL-WHIFN 03/16/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/21/2020,04/29/2020,Direct Sow,Direct Sow,Tony Gilkerson,Anemone Saint Brigid | ANE-SAIBR 04/21/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/22/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Dusty Miller New Look | DUS-NEWLK 02/26/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/23/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Cherry Brandy | RUD-CHEBR 02/15/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/23/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Talinum (fame flower) Jewels of Opar | TAL-JEWOO 02/17/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/23/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Marigold Giant Yellow | MAR-GIAYL 04/08/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/23/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Chim Chiminee Mix | RUD-CHIMX 02/15/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/23/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Denver Daisy | RUD-DENDA 02/15/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/23/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Praire Sun | RUD-PRASN 02/15/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/23/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Sahara | RUD-SAHAR 02/15/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/25/2020,04/30/2020,Feed GH plants,Greenhouse Activity,Tony Gilkerson,   ,,Feed,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/25/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Aster Apricot Swirl Mix | AST-APRSM 03/14/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/25/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Stock Avalanche Supreme | STO-AVASU 03/14/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/25/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Aster Harlekin Violet | AST-HARVI 03/14/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/25/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Stock Katz Formula Mix | STO-KATMX 03/14/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
